emp_id,Full_Name,Department,Job_Title,hire_date,Performance_Rating,Experience_Years,Status,Work_Mode,salary,Country,City,Age,Job_Level,Hire_Year,Tenure_Years,Years_Since_Hire,Is_Active,Performance_Score,Salary_Band,Hire_Month,Hire_Quarter
EMP-01894,Theodor Jennings,Sales,Regional Lead,22-09-2012,Good,11,Active,Remote,89659,Germany,Hamburg,29,Junior,2012,13.9,14,1,3,Medium,9,3
EMP-01895,Mr Theodor-Dex Zwaben,Sales,Sales Director,22-11-2015,Good,33,Active,On-site,81489,France,Nice,56,Director,2015,10.7,11,1,3,Medium,11,4
EMP-01896,Andree Schmidt,HR,HR Coordinator,21-02-2011,Excellent,13,Active,On-site,67045,France,Lyon,29,Director,2011,15.5,15,1,4,Medium,2,1
EMP-01897,Sig.Ra Lynn-Clara Gough,HR,Talent Specialist,06-11-2018,Satisfactory,15,Active,On-site,123498,France,Toulouse,55,Junior,2018,7.8,8,1,2,High,11,4
EMP-01898,Dr. Lindsey Diaz,Operations,Operations Director,16-05-2019,Good,26,Resigned,On-site,104406,United Kingdom,Birmingham,39,Senior,2019,7.2,7,0,3,High,5,2
EMP-01899,Bertrand Collin,Sales,Sales Director,09-01-2021,Satisfactory,16,Active,On-site,35000,Italy,Rome,36,Mid,2021,5.6,5,1,2,Low,1,1
EMP-01900,Dipl.-Ing. Lynn-Linus Erve,Sales,Sales Director,27-07-2011,Good,11,Active,Hybrid,70986,Spain,Barcelona,34,Director,2011,15,15,1,3,Medium,7,3
EMP-01901,Mrs Patricia Rossi,IT,System Admin,11-03-2013,Needs Improvement,14,Active,On-site,105143,Germany,Munich,46,Mid,2013,13.4,13,1,1,High,3,1
EMP-01902,Sig.Ra Lucas Reed,HR,HR Manager,13-12-2024,Satisfactory,0,Active,On-site,95781,France,Marseille,46,Director,2024,1.6,2,1,2,High,12,4
EMP-01903,Dr. Eckehard Velderman,HR,HR Manager,20-08-2009,Needs Improvement,19,Active,Hybrid,90705,Germany,Cologne,33,Mid,2009,17,17,1,1,Medium,8,3
EMP-01904,Dr. Valentina Wieloch,IT,DevOps Engineer,15-03-2015,Excellent,0,Active,Hybrid,112566,United Kingdom,Leeds,49,Junior,2015,11.4,11,1,4,High,3,1
EMP-01905,Mr Bertrand Green,HR,HR Director,24-06-2020,Satisfactory,19,Active,Hybrid,111028,France,Paris,55,Senior,2020,6.1,6,1,2,High,6,2
EMP-01906,Mrs Olivia Pages,HR,Talent Specialist,06-07-2012,Satisfactory,24,Active,Hybrid,83177,Italy,Turin,29,Junior,2012,14.1,14,1,2,Medium,7,3
EMP-01907,Dipl.-Ing. Jenny Henk,Finance,Finance Manager,05-12-2009,Good,9,Resigned,On-site,176427,France,Toulouse,27,Mid,2009,16.7,17,0,3,High,12,4
EMP-01908,Dylan Carretero,Finance,CFO,24-01-2016,Good,10,Active,Hybrid,91936,Spain,Bilbao,54,Director,2016,10.5,10,1,3,Medium,1,1
EMP-01909,Miss Elena-Lisanne Van Den Nuwenhuysen,Finance,Tax Specialist,15-05-2024,Good,8,Active,Remote,111715,Poland,Wroclaw,57,Mid,2024,2.2,2,1,3,High,5,2
EMP-01910,Dipl.-Ing. Sara Killer,Sales,Regional Lead,26-03-2019,Needs Improvement,13,Active,On-site,61260,Italy,Milan,40,Mid,2019,7.4,7,1,1,Medium,3,1
EMP-01911,Sig.Ra Micha Nowak,IT,IT Manager,04-07-2009,Needs Improvement,16,Resigned,Remote,116282,Spain,Valencia,36,Senior,2009,17.1,17,0,1,High,7,3
EMP-01912,Dipl.-Ing. Bernard Colas,IT,Data Engineer,19-07-2025,Good,21,Resigned,On-site,70320,France,Paris,45,Junior,2025,1.1,1,0,3,Medium,7,3
EMP-01913,Julia Coolen,HR,HR Manager,15-02-2020,Good,12,Active,On-site,35000,Poland,Lodz,45,Mid,2020,6.5,6,1,3,Low,2,1
EMP-01914,Dipl.-Ing. Franck Renier,HR,Recruiter,03-10-2016,Satisfactory,14,Active,On-site,83314,Poland,Lodz,56,Senior,2016,9.8,10,1,2,Medium,10,4
EMP-01915,Dipl.-Ing. Elena Hopkins,Operations,Operations Analyst,04-09-2009,Satisfactory,29,Active,On-site,112702,France,Nice,38,Mid,2009,16.9,17,1,2,High,9,3
EMP-01916,Dipl.-Ing. Jenny Jennings,HR,Recruiter,01-01-2015,Good,14,Active,On-site,44069,Italy,Venice,34,Mid,2015,11.6,11,1,3,Low,1,1
EMP-01917,Miss William Collin,Operations,Operations Analyst,25-07-2018,Excellent,18,Active,On-site,35000,Spain,Bilbao,21,Mid,2018,8,8,1,4,Low,7,3
EMP-01918,Jeanne Henk,Sales,Business Development,03-07-2015,Good,26,Active,Remote,110953,Germany,Madrid,30,Director,2015,11.1,11,1,3,High,7,3
EMP-01919,Sara Erve,Sales,Business Development,24-05-2015,Satisfactory,18,Active,On-site,69040,Italy,Rome,50,Mid,2015,11.2,11,1,2,Medium,5,2
EMP-01920,Mrs Bernard Green,Operations,Operations Manager,06-09-2021,Good,31,Resigned,On-site,82853,United Kingdom,Edinburgh,44,Junior,2021,4.9,5,0,3,Medium,9,3
EMP-01921,Bernard Coolen,Sales,Business Development,31-07-2024,Needs Improvement,21,Active,On-site,35000,France,Paris,40,Junior,2024,2,2,1,1,Low,7,3
EMP-01922,Sig.Ra Micha Colas,HR,HR Manager,25-01-2014,Satisfactory,22,Active,Remote,71857,Poland,Warsaw,59,Mid,2014,12.5,12,1,2,Medium,1,1
EMP-01923,Julia Gough,Operations,Operations Analyst,09-11-2015,Excellent,0,Active,On-site,97967,Germany,Frankfurt,32,Junior,2015,10.7,11,1,4,High,11,4
EMP-01924,Univ.Prof. Marco Pages,Finance,Accountant,24-06-2008,Good,0,Active,Remote,109025,France,Paris,27,Senior,2008,18.1,18,1,3,High,6,2
EMP-01925,Miss Reinhold Van Den Nuwenhuysen,Finance,Financial Analyst,02-05-2023,Good,21,Active,Hybrid,123473,United Kingdom,Edinburgh,30,Senior,2023,3.3,3,1,3,High,5,2
EMP-01926,Mrs Georges Reed,Finance,Tax Specialist,07-08-2023,Good,26,Active,Remote,104043,Netherlands,Amsterdam,36,Senior,2023,3,3,1,3,High,8,3
EMP-01927,Miss Bertrand Hellevoort,HR,HR Director,22-10-2021,Satisfactory,27,Active,Remote,130455,France,Marseille,22,Director,2021,4.8,5,1,2,High,10,4
EMP-01928,Jeanne Besnard,Finance,Accountant,05-05-2013,Good,21,Resigned,Hybrid,35000,Italy,Milan,59,Junior,2013,13.3,13,0,3,Low,5,2
EMP-01929,Nigel Rossi,IT,IT Manager,11-02-2026,Satisfactory,8,Active,On-site,172376,Netherlands,Amsterdam,44,Senior,2026,0.5,0,1,2,High,2,1
EMP-01930,Olivia-Anastasia Moulin,Operations,Supply Chain,23-03-2026,Needs Improvement,24,Resigned,Hybrid,35000,Spain,Valencia,42,Director,2026,0.4,0,0,1,Low,3,1
EMP-01931,Olivia Wilkinson,HR,HR Manager,17-01-2015,Excellent,3,Active,On-site,93130,Spain,Seville,26,Mid,2015,11.6,11,1,4,Medium,1,1
EMP-01932,Bertrand Killer,Operations,Operations Manager,30-09-2022,Needs Improvement,12,Resigned,On-site,88407,Italy,Venice,23,Mid,2022,3.9,4,0,1,Medium,9,3
EMP-01933,Eckehard Trommler,Finance,CFO,06-02-2019,Good,0,Resigned,On-site,179534,United Kingdom,Edinburgh,35,Director,2019,7.5,7,0,3,High,2,1
EMP-01934,Sig.Ra Marco Diaz,IT,DevOps Engineer,15-10-2014,Good,15,Resigned,On-site,73699,Spain,Seville,42,Junior,2014,11.8,12,0,3,Medium,10,4
EMP-01935,Miss Anna Sureda,Operations,Operations Manager,22-02-2020,Excellent,35,Active,Remote,118579,Netherlands,Amsterdam,40,Senior,2020,6.5,6,1,4,High,2,1
EMP-01936,Anna Bryan,Sales,Business Development,27-11-2018,Good,16,Active,On-site,88900,Netherlands,Eindhoven,36,Junior,2018,7.7,8,1,3,Medium,11,4
EMP-01937,Sig.Ra Bertrand Stiebitz,Finance,Financial Analyst,03-03-2013,Excellent,22,Resigned,Remote,87755,Poland,Wroclaw,59,Junior,2013,13.4,13,0,4,Medium,3,1
EMP-01938,Eleanor De Vries,Finance,Tax Specialist,02-09-2025,Satisfactory,17,Active,Hybrid,63852,Italy,Naples,33,Senior,2025,0.9,1,1,2,Medium,9,3
EMP-01939,Dott. Olivia Eimer,Finance,Financial Analyst,24-07-2010,Needs Improvement,5,Resigned,On-site,97560,United Kingdom,Leeds,32,Senior,2010,16,16,0,1,High,7,3
EMP-01940,Lee Wilson,IT,System Admin,23-11-2009,Good,14,Active,Hybrid,54270,Germany,Cologne,25,Senior,2009,16.7,17,1,3,Low,11,4
EMP-01941,Mr Julia-Jan Reed,Finance,Tax Specialist,16-12-2017,Needs Improvement,27,Active,On-site,83896,Netherlands,Amsterdam,30,Senior,2017,8.6,9,1,1,Medium,12,4
EMP-01942,Mr Lisanne Denis,Finance,Financial Analyst,04-03-2009,Good,16,Active,On-site,84094,Spain,Barcelona,59,Senior,2009,17.4,17,1,3,Medium,3,1
EMP-01943,Miss Gianluigi Diallo,Finance,CFO,26-08-2021,Satisfactory,35,Active,Remote,66736,Poland,Wroclaw,38,Senior,2021,4.9,5,1,2,Medium,8,3
EMP-01944,Sig.Ra Clara Nowak,Operations,Logistics,23-11-2024,Good,14,Resigned,Remote,109065,United Kingdom,Manchester,46,Junior,2024,1.7,2,0,3,High,11,4
EMP-01945,Anastasia Ruggeri,Finance,CFO,03-08-2017,Satisfactory,31,Active,Hybrid,72709,United Kingdom,Manchester,42,Senior,2017,9,9,1,2,Medium,8,3
EMP-01946,Univ.Prof. Tina Erve,HR,HR Manager,16-03-2023,Good,12,Active,Hybrid,35000,Germany,Munich,34,Junior,2023,3.4,3,1,3,Low,3,1
EMP-01947,Mrs Felix Green,HR,HR Coordinator,31-03-2025,Excellent,35,Active,On-site,53684,Netherlands,Utrecht,26,Mid,2025,1.4,1,1,4,Low,3,1
EMP-01948,Mr Andree Moulin,Finance,Financial Analyst,16-12-2010,Good,19,Active,Remote,140907,France,Nice,44,Mid,2010,15.6,16,1,3,High,12,4
EMP-01949,Annamaria Hopkins,Operations,Logistics,28-07-2015,Good,12,Active,On-site,102803,Netherlands,Eindhoven,49,Senior,2015,11,11,1,3,High,7,3
EMP-01950,Dr. Lee Lindner,Operations,Operations Analyst,14-08-2013,Needs Improvement,20,Resigned,Remote,84462,France,Marseille,32,Senior,2013,13,13,0,1,Medium,8,3
EMP-01951,Eleanor Lindner,Finance,Tax Specialist,14-03-2015,Satisfactory,20,Active,Hybrid,114521,Italy,Milan,23,Junior,2015,11.4,11,1,2,High,3,1
EMP-01952,Mrs Andree-Luce Eimer,Operations,Operations Manager,30-10-2008,Good,0,Active,Hybrid,76010,Poland,Wroclaw,42,Senior,2008,17.8,18,1,3,Medium,10,4
EMP-01953,Wayne-Heinz Knappe,Operations,Supply Chain,08-09-2021,Good,11,Active,On-site,65635,United Kingdom,London,35,Mid,2021,4.9,5,1,3,Medium,9,3
EMP-01954,Mrs Lisanne Schmidt,IT,System Admin,12-03-2014,Needs Improvement,9,Active,On-site,111140,Spain,Bilbao,41,Director,2014,12.4,12,1,1,High,3,1
EMP-01955,Nigel Zwaben,IT,Data Engineer,10-11-2021,Good,24,Active,Remote,82447,United Kingdom,Manchester,29,Senior,2021,4.7,5,1,3,Medium,11,4
EMP-01956,Dex-Patricia Jennings,Sales,Regional Lead,16-11-2017,Satisfactory,16,Active,On-site,58671,Poland,Lodz,32,Senior,2017,8.7,9,1,2,Medium,11,4
EMP-01957,Miss Gina Diaz,HR,HR Manager,23-10-2013,Good,19,Active,On-site,35000,Germany,Berlin,33,Senior,2013,12.8,13,1,3,Low,10,4
EMP-01958,Miss Gina-Annamaria Kohler,Operations,Logistics,13-06-2010,Excellent,23,Active,Remote,100899,Netherlands,Utrecht,59,Mid,2010,16.2,16,1,4,High,6,2
EMP-01959,Theodor-Sara Foster,Finance,Finance Manager,16-10-2020,Satisfactory,8,Active,Remote,143007,Poland,Poznan,59,Mid,2020,5.8,6,1,2,High,10,4
EMP-01960,Dex Hopkins,Sales,Sales Manager,18-03-2011,Needs Improvement,27,Active,Hybrid,45362,Netherlands,Eindhoven,55,Mid,2011,15.4,15,1,1,Low,3,1
EMP-01961,Univ.Prof. Maartje Baker,IT,IT Manager,16-08-2022,Satisfactory,22,Active,On-site,106723,Netherlands,Amsterdam,33,Senior,2022,4,4,1,2,High,8,3
EMP-01962,Dr. Linus Wilkinson,IT,DevOps Engineer,10-07-2014,Good,10,Active,Remote,120189,United Kingdom,London,42,Junior,2014,12.1,12,1,3,High,7,3
EMP-01963,Dr. Sara Jennings,Operations,Operations Analyst,20-01-2024,Good,18,Resigned,On-site,139883,France,Nice,37,Junior,2024,2.5,2,0,3,High,1,1
EMP-01964,Univ.Prof. Gilbert Trommler,HR,HR Coordinator,30-06-2016,Good,26,Active,Hybrid,104514,Germany,Frankfurt,43,Senior,2016,10.1,10,1,3,High,6,2
EMP-01965,Prof. Anastasia Rossi,Operations,Operations Analyst,24-07-2022,Good,28,Active,On-site,104498,Italy,Turin,52,Junior,2022,4,4,1,3,High,7,3
EMP-01966,Sig.Ra Nigel Green,HR,HR Manager,19-02-2022,Satisfactory,13,Active,Hybrid,97835,Netherlands,Amsterdam,53,Senior,2022,4.5,4,1,2,High,2,1
EMP-01967,Miss Anastasia Stiebitz,IT,Data Engineer,25-11-2025,Good,9,Active,Hybrid,90872,Germany,Cologne,44,Junior,2025,0.7,1,1,3,Medium,11,4
EMP-01968,Prof. Jenny Foster,HR,HR Director,14-01-2014,Good,30,Active,On-site,62930,Italy,Milan,29,Senior,2014,12.6,12,1,3,Medium,1,1
EMP-01969,Annamaria Nowak,Finance,Tax Specialist,20-03-2025,Excellent,13,Active,On-site,69103,Italy,Naples,35,Junior,2025,1.4,1,1,4,Medium,3,1
EMP-01970,Laurent Sureda,Operations,Operations Director,28-05-2013,Excellent,24,Active,Hybrid,63308,United Kingdom,Manchester,31,Director,2013,13.2,13,1,4,Medium,5,2
EMP-01971,Heinz Jennings,Finance,Finance Manager,18-09-2009,Satisfactory,17,Active,Hybrid,37355,United Kingdom,Birmingham,25,Senior,2009,16.9,17,1,2,Low,9,3
EMP-01972,Olivia Pages,HR,HR Coordinator,08-10-2020,Excellent,26,Active,Remote,134053,Germany,Berlin,45,Junior,2020,5.8,6,1,4,High,10,4
EMP-01973,Sig.Ra Lauren Baker,HR,Recruiter,13-02-2023,Good,20,Active,Remote,35000,Netherlands,Rotterdam,39,Junior,2023,3.5,3,1,3,Low,2,1
EMP-01974,Dr. Eckehard Young,Operations,Operations Manager,15-01-2015,Excellent,22,Active,Remote,97433,United Kingdom,Leeds,21,Senior,2015,11.6,11,1,4,High,1,1
EMP-01975,Mr Theodor Green,Finance,Finance Manager,31-01-2019,Needs Improvement,19,Active,Hybrid,93115,Germany,Munich,52,Junior,2019,7.5,7,1,1,Medium,1,1
EMP-01976,Sig.Ra Lisanne Carretero,Operations,Operations Manager,28-09-2011,Needs Improvement,5,Active,Hybrid,35000,Spain,Bilbao,32,Mid,2011,14.9,15,1,1,Low,9,3
EMP-01977,Univ.Prof. Micha Killer,IT,DevOps Engineer,29-08-2024,Good,11,Active,Hybrid,35000,Poland,Krakow,23,Director,2024,1.9,2,1,3,Low,8,3
EMP-01978,Dipl.-Ing. Felix-Sofia Edwards,Sales,Business Development,20-12-2010,Satisfactory,0,Active,Remote,120392,Germany,Frankfurt,41,Mid,2010,15.6,16,1,2,High,12,4
EMP-01979,Sig.Ra Jan Kohler,HR,HR Coordinator,10-11-2010,Satisfactory,12,Active,On-site,35337,Spain,Barcelona,33,Senior,2010,15.7,16,1,2,Low,11,4
EMP-01980,Gina Young,Operations,Supply Chain,20-07-2015,Excellent,24,Active,On-site,35000,Italy,Milan,25,Mid,2015,11,11,1,4,Low,7,3
EMP-01981,Anastasia-Laurent Kohler,HR,HR Coordinator,25-01-2018,Good,27,Active,Hybrid,68079,Spain,Madrid,59,Junior,2018,8.5,8,1,3,Medium,1,1
EMP-01982,Gianluigi Colas,IT,Data Engineer,13-06-2024,Good,29,Active,On-site,65778,Germany,Munich,42,Mid,2024,2.1,2,1,3,Medium,6,2
EMP-01983,Sig.Ra Nora Vidal,Finance,Tax Specialist,01-06-2011,Satisfactory,20,Active,Remote,61407,Poland,Lodz,37,Senior,2011,15.2,15,1,2,Medium,6,2
EMP-01984,Dr. Maartje Eimer,IT,IT Manager,04-07-2016,Good,19,Resigned,On-site,83900,Poland,Krakow,42,Mid,2016,10.1,10,0,3,Medium,7,3
EMP-01985,Miss Anastasia Moreau,HR,Recruiter,04-03-2010,Excellent,5,Active,Hybrid,55282,Poland,Poznan,41,Mid,2010,16.4,16,1,4,Medium,3,1
EMP-01986,Georges Stiebitz,Operations,Operations Director,01-01-2021,Excellent,25,Active,On-site,63850,France,Paris,51,Director,2021,5.6,5,1,4,Medium,1,1
EMP-01987,Abdul Rossi,IT,Data Engineer,01-01-2012,Satisfactory,11,Active,Hybrid,105114,Italy,Venice,29,Senior,2012,14.6,14,1,2,High,1,1
EMP-01988,Mr Jenny Bryan,HR,Recruiter,19-01-2015,Satisfactory,27,Active,Remote,64676,Poland,Poznan,37,Senior,2015,11.5,11,1,2,Medium,1,1
EMP-01989,Eleanor Joubert,HR,Talent Specialist,04-11-2017,Satisfactory,26,Active,Remote,118744,Italy,Naples,53,Senior,2017,8.8,9,1,2,High,11,4
EMP-01990,Eckehard Rossi,IT,Software Developer,19-05-2010,Needs Improvement,20,Active,Hybrid,56739,Netherlands,Rotterdam,31,Junior,2010,16.2,16,1,1,Medium,5,2
EMP-01991,Sara Jennings,HR,Recruiter,05-12-2024,Good,15,Active,Remote,89931,Spain,Barcelona,25,Junior,2024,1.7,2,1,3,Medium,12,4
EMP-01992,Sig.Ra Dylan Denis,Sales,Sales Director,24-01-2020,Needs Improvement,5,Active,Remote,138227,Netherlands,The Hague,31,Director,2020,6.5,6,1,1,High,1,1
EMP-01993,Mrs Clara Rees,Finance,CFO,22-07-2012,Excellent,25,Active,Hybrid,63698,France,Lyon,34,Senior,2012,14,14,1,4,Medium,7,3
EMP-01994,Mr Anastasia Colas,Operations,Supply Chain,06-03-2018,Good,1,Active,Remote,81187,United Kingdom,Edinburgh,44,Mid,2018,8.4,8,1,3,Medium,3,1
EMP-01995,Dott. Gina Hellevoort,HR,HR Manager,19-12-2017,Satisfactory,19,Active,On-site,71123,Germany,Berlin,31,Mid,2017,8.6,9,1,2,Medium,12,4
EMP-01996,Heinz Knappe,Finance,Finance Manager,29-05-2024,Good,19,Active,Remote,117324,Poland,Lodz,35,Mid,2024,2.2,2,1,3,High,5,2
EMP-01997,Univ.Prof. Heinz Pages,Finance,Accountant,24-04-2024,Satisfactory,24,Active,Hybrid,64407,France,Nice,50,Junior,2024,2.3,2,1,2,Medium,4,2
EMP-01998,Miss Jeanne Wirth,Operations,Operations Manager,30-06-2024,Good,27,Active,On-site,68035,France,Lyon,21,Mid,2024,2.1,2,1,3,Medium,6,2
EMP-01999,Dott. William Wilkinson,HR,HR Manager,20-09-2017,Satisfactory,23,Active,On-site,53529,United Kingdom,Manchester,26,Senior,2017,8.9,9,1,2,Low,9,3
EMP-02000,Lucie Lindner,IT,IT Manager,15-01-2022,Satisfactory,5,Active,On-site,100793,Poland,Lodz,59,Senior,2022,4.6,4,1,2,High,1,1
EMP-02001,Bertrand Pages,IT,System Admin,07-02-2023,Satisfactory,19,Active,Hybrid,84226,Spain,Bilbao,33,Junior,2023,3.5,3,1,2,Medium,2,1
EMP-02002,Julia Erve,HR,HR Director,21-02-2019,Excellent,17,Active,On-site,114695,Poland,Warsaw,47,Senior,2019,7.5,7,1,4,High,2,1
EMP-02003,Prof. Lucas-Jenny Erve,HR,Recruiter,22-10-2024,Good,28,Active,On-site,87686,Italy,Rome,33,Senior,2024,1.8,2,1,3,Medium,10,4
EMP-02004,Julia Trommler,IT,Data Engineer,04-12-2023,Excellent,22,Active,Remote,67698,Germany,Cologne,36,Senior,2023,2.7,3,1,4,Medium,12,4
EMP-02005,Dott. Eckehard Wirth,Sales,Sales Manager,04-02-2021,Good,16,Active,Remote,35000,Netherlands,Amsterdam,37,Mid,2021,5.5,5,1,3,Low,2,1
EMP-02006,Mrs Jenny Wieloch,IT,DevOps Engineer,24-09-2014,Satisfactory,13,Active,On-site,79057,Germany,Munich,46,Junior,2014,11.9,12,1,2,Medium,9,3
EMP-02007,Prof. Julia Wirth,IT,DevOps Engineer,17-10-2016,Good,7,Active,On-site,41965,Germany,Hamburg,35,Junior,2016,9.8,10,1,3,Low,10,4
EMP-02008,Mrs Franck-Eleanor Rossi,Operations,Supply Chain,18-02-2025,Satisfactory,35,Active,Remote,121697,United Kingdom,Birmingham,47,Mid,2025,1.5,1,1,2,High,2,1
EMP-02009,Annamaria Hellevoort,Sales,Sales Manager,14-12-2011,Satisfactory,23,Active,On-site,93859,France,Paris,50,Mid,2011,14.6,15,1,2,Medium,12,4
EMP-02010,Prof. Eleanor Koch,Operations,Logistics,22-10-2023,Good,7,Active,Remote,94341,Italy,Milan,43,Director,2023,2.8,3,1,3,Medium,10,4
EMP-02011,Dipl.-Ing. Olivia Coolen,Operations,Operations Director,29-03-2017,Excellent,25,Active,Remote,97352,Netherlands,Eindhoven,37,Mid,2017,9.4,9,1,4,High,3,1
EMP-02012,Lee Schmidt,Operations,Operations Analyst,04-03-2017,Satisfactory,10,Active,Hybrid,55372,Italy,Naples,45,Senior,2017,9.4,9,1,2,Medium,3,1
EMP-02013,Patricia Koch,HR,Talent Specialist,22-02-2026,Satisfactory,0,Resigned,Hybrid,73594,United Kingdom,Edinburgh,41,Senior,2026,0.5,0,0,2,Medium,2,1
EMP-02014,Georges Erve,Finance,Finance Manager,28-11-2012,Satisfactory,0,Active,On-site,60784,United Kingdom,London,43,Senior,2012,13.7,14,1,2,Medium,11,4
EMP-02015,Olivia Green,Operations,Operations Analyst,26-09-2011,Good,0,Active,On-site,65432,Italy,Turin,34,Mid,2011,14.9,15,1,3,Medium,9,3
EMP-02016,Dr. Ernesto Coolen,HR,HR Manager,08-02-2020,Good,22,Active,On-site,73693,Italy,London,27,Junior,2020,6.5,6,1,3,Medium,2,1
EMP-02017,Univ.Prof. Jan-Gina Young,Finance,CFO,29-11-2015,Good,0,Terminated,Hybrid,96714,France,Lyon,38,Director,2015,10.7,11,0,3,High,11,4
EMP-02018,Dex-Sara Rees,IT,IT Manager,04-01-2020,Needs Improvement,17,Terminated,Remote,77035,Poland,Lodz,40,Mid,2020,6.6,6,0,1,Medium,1,1
EMP-02019,Dipl.-Ing. Lauren Diaz,IT,Software Developer,21-02-2013,Satisfactory,35,Active,On-site,60107,Germany,Hamburg,32,Mid,2013,13.5,13,1,2,Medium,2,1
EMP-02020,Sig.Ra Maartje Trommler,Finance,Financial Analyst,26-05-2020,Good,35,Active,Remote,35000,United Kingdom,Leeds,40,Senior,2020,6.2,6,1,3,Low,5,2
EMP-02021,Marco-Jenny Tomas,HR,HR Manager,01-04-2019,Good,11,Active,On-site,48163,United Kingdom,Birmingham,35,Mid,2019,7.4,7,1,3,Low,4,2
EMP-02022,Sofia Diallo,IT,Data Engineer,27-02-2013,Good,10,Active,On-site,117111,Italy,Turin,41,Director,2013,13.4,13,1,3,High,2,1
EMP-02023,Lee De Vries,Sales,Regional Lead,01-08-2025,Good,5,Terminated,Remote,35000,Spain,Valencia,27,Junior,2025,1,1,0,3,Low,8,3
EMP-02024,Nora Knappe,IT,Data Engineer,26-11-2009,Good,16,Active,Remote,129149,France,Marseille,23,Mid,2009,16.7,17,1,3,High,11,4
EMP-02025,Dott. Gina Baker,HR,HR Coordinator,14-06-2008,Satisfactory,27,Resigned,On-site,98866,Poland,Lodz,22,Mid,2008,18.1,18,0,2,High,6,2
EMP-02026,Dr. Florence-Gilbert Schmidt,IT,IT Manager,09-10-2016,Needs Improvement,18,Active,On-site,113258,Italy,Rome,31,Senior,2016,9.8,10,1,1,High,10,4
EMP-02027,Dipl.-Ing. Morena Ruggeri,IT,IT Manager,29-06-2019,Satisfactory,16,Active,Hybrid,87762,Germany,Hamburg,30,Senior,2019,7.1,7,1,2,Medium,6,2
EMP-02028,Andree Renier,IT,DevOps Engineer,18-09-2022,Good,6,Active,Hybrid,88177,Germany,Munich,26,Director,2022,3.9,4,1,3,Medium,9,3
EMP-02029,Felix-Wayne Sanchez,Finance,Finance Manager,31-03-2014,Good,27,Active,On-site,97016,United Kingdom,Birmingham,54,Mid,2014,12.4,12,1,3,High,3,1
EMP-02030,Miss Annamaria Joubert,IT,IT Manager,26-04-2024,Good,3,Active,Remote,125421,Italy,Naples,36,Senior,2024,2.3,2,1,3,High,4,2
EMP-02031,Univ.Prof. Lauren Harris,Finance,Accountant,09-01-2013,Satisfactory,35,Resigned,Remote,71446,France,Lyon,34,Junior,2013,13.6,13,0,2,Medium,1,1
EMP-02032,Mr Lesley Rees,HR,HR Manager,10-09-2018,Needs Improvement,16,Active,On-site,71938,Poland,Warsaw,55,Senior,2018,7.9,8,1,1,Medium,9,3
EMP-02033,Florence Vidal,HR,Talent Specialist,20-02-2010,Satisfactory,24,Active,Remote,92095,Germany,Munich,32,Senior,2010,16.5,16,1,2,Medium,2,1
EMP-02034,Dipl.-Ing. Julia Vidal,Operations,Operations Manager,03-03-2011,Satisfactory,35,Active,Remote,110581,Poland,Warsaw,47,Senior,2011,15.4,15,1,2,High,3,1
EMP-02035,Miss Anastasia Rossi,IT,Data Engineer,19-03-2013,Satisfactory,24,Terminated,On-site,106307,France,Paris,43,Junior,2013,13.4,13,0,2,High,3,1
EMP-02036,Wayne Young,Finance,Finance Manager,18-05-2011,Satisfactory,5,Resigned,Remote,95806,Poland,Warsaw,45,Senior,2011,15.2,15,0,2,High,5,2
EMP-02037,Dr. Wayne Knappe,HR,HR Coordinator,26-06-2023,Satisfactory,3,Active,On-site,35000,Spain,Bilbao,36,Junior,2023,3.1,3,1,2,Low,6,2
EMP-02038,Univ.Prof. Julia Foster,Sales,Sales Director,16-08-2022,Good,2,Active,On-site,35000,Poland,Krakow,21,Director,2022,4,4,1,3,Low,8,3
EMP-02039,Dott. Hortense Velderman,Sales,Sales Manager,10-06-2024,Satisfactory,16,Active,Hybrid,115367,Spain,Barcelona,56,Mid,2024,2.2,2,1,2,High,6,2
EMP-02040,Mr William-Bertrand Rossi,HR,HR Manager,21-04-2008,Good,32,Resigned,On-site,98517,Germany,Berlin,59,Mid,2008,18.3,18,0,3,High,4,2
EMP-02041,Lucie Hellevoort,IT,System Admin,15-11-2008,Satisfactory,14,Active,Remote,146760,Spain,Madrid,34,Senior,2008,17.7,18,1,2,High,11,4
EMP-02042,Valentina Joubert,Finance,Finance Manager,19-02-2011,Good,19,Active,Hybrid,165794,Poland,Lodz,49,Director,2011,15.5,15,1,3,High,2,1
EMP-02043,Mr Lynn-Eleanor Ruggeri,Sales,Sales Director,07-08-2014,Good,22,Active,Remote,88630,United Kingdom,Manchester,32,Director,2014,12,12,1,3,Medium,8,3
EMP-02044,Miss Abdul Rees,Finance,Accountant,23-08-2020,Needs Improvement,9,Active,Hybrid,53019,France,Paris,22,Mid,2020,6,6,1,1,Low,8,3
EMP-02045,Jenny Nowak,Operations,Operations Manager,08-10-2021,Excellent,27,Active,Remote,73503,United Kingdom,London,29,Senior,2021,4.8,5,1,4,Medium,10,4
EMP-02046,Dr. Eckehard Trommler,HR,HR Coordinator,28-05-2015,Good,8,Active,On-site,35000,Spain,Barcelona,44,Senior,2015,11.2,11,1,3,Low,5,2
